uid,up_name,followers,n_videos,avg_play,med_play,std_play,avg_comment_scraped,med_comment_scraped,avg_danmaku,med_danmaku,avg_title_len,avg_desc_len,avg_length,std_length,danmaku_missing_rate,upload_freq,sentiment_mean_comment,sentiment_std_comment,sentiment_mean_danmaku,sentiment_std_danmaku,comment_topic_diversity,danmaku_topic_diversity,content_cohesion,comment_repetition,danmaku_repetition,comment_semantic_cohesion,danmaku_semantic_cohesion,label_binary
24919812,学姐潇潇,334405,20,62231.25,45946.5,53238.18190168939,82.2,100.0,48.05,30.5,28.4,38.7,393.6,174.98974406037567,0.0,1.9169329073482428,0.6412783201688724,0.2872654817993199,0.5581117305283422,0.3327254520447886,0.3487738906888697,1.6830791579946864,0.6093875169754028,0.3698959648806302,0.339078911931053,0.4948408901691437,0.5049085021018982,0
25910292,钟文泽,2410142,20,755866.65,569327.5,546448.0174644896,100.95,101.0,1979.85,1800.0,31.25,0.0,950.8,286.50518503620765,0.0,4.225352112676057,0.6119019122394803,0.2688596429062422,0.5741932716969119,0.3371145052623518,0.0510409570125022,1.3035856623344677,0.62907874584198,0.3935582981825756,0.3298202107873527,0.5028089880943298,0.5267769694328308,0
27899754,贪玩歌姬小宁子,1760570,20,1064450.4,820916.0,1070379.198822568,100.75,101.0,1065.45,808.5,25.8,17.0,576.45,188.5145464162549,0.0,3.947368421052632,0.6132672268035302,0.2764737537429058,0.5996073786484801,0.3237817861519604,0.0530402617213786,1.1881699314905505,0.5446764826774597,0.3720023684989638,0.32692,0.5083386898040771,0.5264034271240234,0
31009079,萧然Q,1068125,20,1652838.5,1265441.0,1497194.3754648317,100.95,101.0,367.05,344.0,30.05,213.5,1688.4,1515.644084036118,0.0,7.142857142857142,0.6376034170112408,0.2630869953292428,0.5963391792376755,0.2919549355685181,1.7376213624817312,0.6888714263404955,0.7034022212028503,0.3837250426003922,0.3254353669279244,0.5840057134628296,0.6227712631225586,0
33971248,Sophie潘潘,138226,20,69696.9,40761.0,75986.38042570524,75.5,84.0,138.05,73.5,25.8,88.35,446.6,156.10502537512502,0.0,3.4285714285714284,0.7887277527644441,0.2137871797037242,0.7605636828167148,0.2718847138725149,0.9557218101891845,1.255479925288679,0.5280863046646118,0.3706855195051129,0.3403742820085232,0.5118071436882019,0.5444759130477905,0
37974444,黑马程序员,4492681,20,201212.2,131669.5,172867.92958775754,95.4,100.0,71.7,44.5,64.25,244.9,62638.1,55660.368187125,0.0,2.479338842975207,0.6737324721326337,0.2595316596533256,0.7419174083052632,0.2847810241188088,0.7301577715145071,1.4069818562757523,0.7862600684165955,0.3836811728986022,0.3508463749600766,0.5383336544036865,0.5859541296958923,1
38598226,医学科普联盟,3041146,20,2114644.15,1712393.0,1563418.057463477,100.9,101.0,1325.35,1176.5,29.9,41.25,662.95,159.5970171862145,0.0,1.2820512820512822,0.6399261090993084,0.2448704780956658,0.6993594522284108,0.304869003852955,0.5650699043520271,1.4024682437980576,0.6250979900360107,0.3941848295945761,0.342766289348426,0.5002923011779785,0.5444594621658325,0
39627524,食贫道,8630869,20,3320832.8,2783822.0,2449565.86303044,100.85,101.0,6300.0,7200.0,23.9,13.95,3818.75,3734.695702040811,0.0,5.357142857142858,0.6914527049047127,0.2325292464811548,0.6674317127675564,0.3009926269173247,0.695778791037615,1.2214984158796725,0.5771739482879639,0.3812025545246415,0.3390132197356053,0.5449305772781372,0.5303963422775269,0
50381841,大头大头大头儿子,333804,20,196125.55,84288.0,324549.3614883121,79.45,79.5,81.85,34.5,25.8,103.75,260.85,108.53147736462158,0.0,1.0526315789473684,0.7097087534305114,0.2428120970107916,0.701201655027538,0.2917495972552126,0.6928599285843409,1.1857775448023171,0.6094118356704712,0.3925809617271835,0.4019945387629111,0.5488316416740417,0.6073830127716064,0
65564239,IT咖啡馆,256747,20,90814.65,67258.5,81061.08429760011,73.4,83.0,37.75,31.0,29.85,56.5,270.35,76.24632864327927,0.0,2.955665024630542,0.6443807760009933,0.2536363056667393,0.6880520360630672,0.3226072790724564,0.4588032112715564,1.2730227656410484,0.6050268411636353,0.3802317332702766,0.3795620437956204,0.5417500734329224,0.6060182452201843,0
66607740,宋浩老师官方,10023499,20,3233167.2,296608.5,12419473.01215708,81.75,100.5,441.45,108.0,22.9,46.9,42007.35,88579.13081430874,0.0999999999999999,1.477832512315271,0.7062993549699084,0.2187683494760425,0.8417126083522293,0.2327265690450272,1.5054178635968924,1.291870376751206,0.6648664474487305,0.4239903603218408,0.4759954493742889,0.582467257976532,0.6427111625671387,1
88461692,3Blue1Brown,2524737,20,302641.3,276878.0,193546.81841627663,100.0,101.0,656.35,534.0,25.6,207.15,1461.15,559.6165298901701,0.0,0.8522727272727273,0.7017088512815535,0.2406568291513722,0.6599346418169602,0.2948969971908406,1.7487988610971152,1.1353821336047991,0.660365879535675,0.3501359673678317,0.3018328636245527,0.5089794397354126,0.5328593254089355,0
109606796,鹅姐职场,377674,20,3553.95,2689.5,2252.150141648269,4.75,3.5,6.15,6.0,18.5,67.15,154.35,16.537914970725534,0.0,4.316546762589928,0.7792021722385758,0.2041771010966425,0.7103064113516149,0.2808397591180914,1.803708121387096,1.4611861318007937,0.7045145630836487,0.427208627125674,0.4692307692307692,0.5840989947319031,0.6619710326194763,1
146865230,大厂Man,6498,20,1816.4,894.0,2628.009160442258,9.45,2.0,2.85,3.0,19.65,1.0,274.85,165.588988637212,0.1999999999999999,5.825242718446602,0.6805585971663869,0.2542408756618038,0.927812587796596,0.0525779227383354,1.6539023641033082,0.8706392834609249,0.6026293039321899,0.4165040423752439,1.0,0.5360831618309021,0.9781670570373536,1
217107039,AI产品经理PMGao,84575,20,16322.85,5882.5,28325.323853353704,21.8,17.0,4.15,0.5,23.1,63.75,2763.95,3538.042492901823,0.5,3.2432432432432434,0.6908353811147017,0.2674885639604181,0.5254116551165121,0.3382176670910715,1.4309476602199642,1.715409559955915,0.7833276987075806,0.36126769384943,0.464041095890411,0.4901250302791595,0.5286254286766052,1
