uid,up_name,followers,n_videos,avg_play,med_play,std_play,avg_comment_scraped,med_comment_scraped,avg_danmaku,med_danmaku,avg_title_len,avg_desc_len,avg_length,std_length,danmaku_missing_rate,upload_freq,sentiment_mean_comment,sentiment_std_comment,sentiment_mean_danmaku,sentiment_std_danmaku,comment_topic_diversity,danmaku_topic_diversity,content_cohesion,comment_repetition,danmaku_repetition,comment_semantic_cohesion,danmaku_semantic_cohesion,pca_x,pca_y,cluster,label_binary
388699948,欧阳娜娜Nana,1658029,20,132068.75,45822.5,260637.7552566970,70.0,75.0,141.9,36.5,24.0,9.3,392.95,293.6873516621300,0.05,1.875,0.7876601010168500,0.2282312717224600,0.73402466703373,0.299707100345347,0.9945821757432910,0.7938174288738160,0.7200509905815130,0.4071746530505370,0.3896358013002590,0.6182613372802730,0.6208845376968380,-0.5669897931164930,-0.0545676679025536,3,1
400813602,Ayase-YOASOBI,1601566,20,176226.0,78478.5,226537.8071625130,51.15,59.0,108.95,3.0,51.7,112.75,199.45,116.8861231689790,0.5,2.6905829596412600,0.6770979420992960,0.2359322721356150,0.756408952576625,0.273157178099217,0.5436827166830530,0.8333238453740170,0.7514563202857970,0.4179406292970960,0.3455980224377260,0.5762248039245610,0.5944694876670840,-1.2181087474420100,-0.3207471517277580,0,0
401742377,原神,20205247,20,1223293.0,952516.5,916546.7071678090,101.0,101.0,1104.35,916.0,20.1,189.3,676.85,514.0591879520770,0.0,29.268292682926800,0.6918147400731570,0.2392864668790840,0.760486062314812,0.2710607782496750,1.0719552019629600,1.263215426247900,0.7859519124031070,0.3939308265008010,0.4624565191315820,0.5880548357963560,0.6146003603935240,1.2495597634336300,-0.2644376090488040,3,1
431073645,你的影月月,9185177,20,363230.35,209154.0,435554.1293648420,99.3,101.0,259.25,108.0,45.1,110.55,916.5,1207.316009737480,0.0,30.0,0.6279089947152330,0.2634594354391550,0.6381827732027220,0.3151025584199630,1.0051903089536000,1.2441290380462700,0.7278661727905270,0.3706792551796490,0.3293878569645980,0.5715673565864560,0.5928981304168700,0.0183121610077749,0.0332780845538525,3,1
435203110,村长托马斯,448852,20,368164.55,304828.5,241060.89392548800,100.95,101.0,1223.5,1196.5,27.05,73.7,1118.35,384.945693367396,0.0,2.0,0.6576045403624190,0.238062773035265,0.6516466610080940,0.2960429173715410,0.0646106029957494,0.5310884038356870,0.7056822776794430,0.3763401109057300,0.3143382720492670,0.5365816354751590,0.5334521532058720,0.7912224424033780,-0.1359917791301380,3,1
471303350,大狸子切切里,2665043,20,560893.2,467205.5,392838.82394311600,100.7,101.0,1137.55,966.5,29.0,108.35,652.1,236.96633116386600,0.0,6.521739130434780,0.6016743063127630,0.28032626001264,0.6511136878621880,0.328439523358607,0.1490273452212040,1.421578845288370,0.5700753927230840,0.3811336465830010,0.36884,0.5239740014076230,0.5444310307502750,0.8298377281404470,-0.1816875142257750,3,1
473837611,新华社,19370415,20,135772.1,76355.0,174413.12252233100,97.55,100.5,369.5,150.5,20.85,89.05,238.3,343.79585435790800,0.0999999999999999,300.0,0.7071043584574070,0.2433021941539470,0.8086522941785100,0.2559494217637860,0.9271877117117350,0.813493928651607,0.5770476460456850,0.3875267194769270,0.4477643870783710,0.5215307474136350,0.6362925171852110,-0.8632556734122750,-0.833450503804564,3,1
477676711,田一名sir,2073655,20,1186953.75,505952.0,1938534.965062990,100.9,101.0,227.15,120.0,19.2,3.45,41.15,39.96745386462660,0.0,10.714285714285700,0.5802677852859420,0.2651272430613140,0.5004779150088970,0.3078150200411530,0.6278986583063520,1.090843359816950,0.5664762258529660,0.4457131101167520,0.5309554519297550,0.5954439043998720,0.6333773136138920,0.395702387685871,-0.0875233240891205,3,1
479659041,懂设计的产品人,27297,20,286.2,278.5,80.96366956526670,0.3,0.0,0.05,0.0,12.6,219.05,568.45,223.64221308528500,0.95,28.57142857142860,0.7767631312211360,0.1344765779427130,0.2176889777183530,,0.0,0.0,0.6570267081260680,0.9591836734693880,1.0,0.6555206179618840,1.0,-3.5127045485793100,-0.6984405294548430,0,0
479893558,郎朗,2099758,20,226757.4,51052.5,415760.7717560670,100.35,100.0,81.55,56.5,13.2,15.35,151.1,122.942391301566,0.0,3.658536585365850,0.7035842517805700,0.2185866515367710,0.6850089565325460,0.3011408919639930,1.5183374130877100,0.5998846584209940,0.6368141174316410,0.4773916836289620,0.3721618953603160,0.5965288281440740,0.6178651452064510,-0.3609797314041690,0.004120728259517,3,1
482867012,吴悠讲编程,70141,20,21351.15,19845.5,15095.503406033800,31.95,17.5,17.3,19.0,31.4,105.75,388.25,178.97452773774100,0.0,2.142857142857140,0.6499261658927290,0.2776064202534150,0.6788445334353970,0.3003413059630920,0.5455583346051540,1.1472531061436700,0.5436740517616270,0.3559469278155110,0.4186991869918700,0.4874232113361360,0.5246586203575130,-0.870114656764257,-0.1137665543585830,3,0
489678113,GAI周延,364910,20,608542.8,164277.5,1244368.8357727300,100.9,101.0,723.6,447.5,22.4,17.45,386.85,337.99147840394500,0.0,4.054054054054050,0.6727979699993360,0.2388058379617980,0.7238617954546470,0.2638888082258220,0.0680709469459127,1.119479600634420,0.8500822186470030,0.412459336369551,0.4125117497650050,0.5982574820518490,0.6609379649162290,0.3411801338713470,-0.0641679427093684,3,1
494293576,Bambulab拓竹科技,187084,20,135023.2,87460.0,182655.0289150500,72.3,83.5,23.7,7.0,14.05,115.0,66.65,116.74320672223100,0.05,6.896551724137930,0.5906687523599040,0.2793378798345710,0.5614481154664220,0.3186800792464290,1.3492606727196000,1.609037047089120,0.5571028590202330,0.3740719074832380,0.3820634341961360,0.5131741166114810,0.5352921485900880,-0.5168684737513440,-0.0869066431665789,3,1
501005668,黄霄雲,873594,20,239368.1,87578.0,412232.392578813,100.85,101.0,439.85,320.0,35.35,28.2,361.2,185.582893948542,0.0,4.615384615384620,0.6829433172034360,0.2289402488332680,0.7345302213979380,0.2858915572165340,1.269243668421380,1.4405300453005900,0.6950353980064390,0.4554517363154800,0.3704707223189900,0.6005033254623410,0.6084498763084410,-0.08379061882839,-0.0383830078574402,3,1
504573481,房磊AI新发现,26553,20,9483.8,3280.5,13848.080796535300,21.5,11.0,6.85,3.0,14.8,94.15,1080.7,506.8303048306570,0.15,2.8436018957346000,0.6905937160646850,0.2601480937688120,0.611964301620848,0.320520008340166,1.834303261400730,1.7129723179408100,0.646095871925354,0.362043987883577,0.3820638820638820,0.5310653448104860,0.5321260690689090,-1.1536025069716200,-0.1275998039051040,3,0
517327498,罗翔说刑法,32325015,20,1241759.75,1219450.5,374190.20236208300,100.85,101.0,1267.55,1200.0,25.5,99.8,611.3,585.3109924601940,0.0,3.7267080745341600,0.6667061300643980,0.2680629089641220,0.9615980157572670,0.0563650898285359,1.085656114909520,0.2481263666377710,0.5967830419540410,0.3367588932806320,0.953381864725411,0.4955204427242280,0.9728226661682130,1.709014489644220,-0.2679675484363210,3,1
519872016,历史调研室,6780014,20,1995455.9,1908580.0,1322654.6469971900,101.0,101.0,3143.45,2947.5,30.8,13.6,2506.65,355.3200595756480,0.0,2.1126760563380300,0.746025290066321,0.2165181539842210,0.736227029614394,0.2820834344702620,0.0594198424352021,1.1540571396596000,0.7070099115371700,0.3611471969621270,0.31194,0.5227265357971190,0.5210708975791930,3.5030377648883100,-0.5568158994216480,2,1
520819684,小Lin说,6686211,20,4209689.1,3380100.5,2277655.4276299100,100.95,101.0,3237.55,3600.0,17.55,84.55,1395.3,417.5198829176630,0.0,2.4,0.6487974301930800,0.2499713398804770,0.6424922160345880,0.3066765473456230,1.176088759568930,1.573827543960030,0.5759526491165160,0.3835848109293660,0.3232270709171630,0.5055620670318600,0.5034474730491640,5.341905389623110,-0.8608916656634690,2,1
522976477,Eden说产品,6156,20,573.3,449.0,675.4621887426810,2.1,0.0,0.05,0.0,12.6,50.45,243.9,199.4602981204930,0.95,12.5,0.7428166781153000,0.2288532020860580,0.2000145465135570,,1.597604966200850,0.0,0.5647984743118290,0.6531531531531530,1.0,0.7457458972930910,1.0,-2.810477011135130,-0.6516606571879990,0,0
523995133,林粒粒呀,548067,20,283240.95,45713.5,855932.9952859060,52.05,47.5,68.4,30.0,27.85,36.3,925.15,2610.2306063681500,0.2000000000000000,1.923076923076920,0.659570943950662,0.2762017484926390,0.6192526886306370,0.312189323890395,1.9968859877553300,1.000448163073320,0.6441148519515990,0.3498411664087320,0.3542648444863340,0.4982695579528810,0.5514824390411380,-0.7172237771060740,0.0500169645681126,3,1
544142239,黄子弘凡-Lars,1076238,20,228751.85,147005.0,346960.12563182200,90.1,100.0,336.65,256.5,22.8,43.9,225.9,176.53355130637900,0.0999999999999999,3.571428571428570,0.8167991923782290,0.2081113886506710,0.8119820917119820,0.2414136403219290,1.0841674854908000,1.5232120292269800,0.7369468212127690,0.4510652842656940,0.6508243789968240,0.6455066800117490,0.6799296736717220,-0.30540970257389,-0.1067581927216860,3,1
549737999,张真源的松果仓库,158424,20,1530.6,1246.5,978.1151799574310,4.75,4.5,2.2,1.5,26.3,27.35,283.8,557.6844608689910,0.4,46.15384615384620,0.834786264088593,0.2113892729367000,0.8705437852239070,0.218595530858961,1.8145740821884100,1.6064656356884200,0.7209326028823850,0.5071390798519300,0.582089552238806,0.6572301983833310,0.7303704619407650,-1.9817655612987200,-0.4567069009270440,0,0
597100476,Melissa职业规划,229726,20,165767.6,70539.5,257798.53021229800,87.2,101.0,254.95,152.0,22.7,30.4,667.25,385.14711816600500,0.0,2.42914979757085,0.6677336548369620,0.2440430259563210,0.6061014840909040,0.3159740802525770,1.7275664373060700,0.955059403088258,0.5919435620307920,0.3678990622063150,0.3278629856850720,0.5060241222381590,0.5146399140357970,-0.1716468825186000,0.0127967322701975,3,0
598341451,Nian的职场说,1807,20,1948.15,738.5,2621.170796559590,7.45,3.5,1.0,0.0,21.55,240.9,1566.3,421.66263641371900,0.75,3.592814371257490,0.8355234287454180,0.2072966523550180,0.6669513128697870,0.2739719598311820,1.696161590989800,1.773674807164120,0.5968295335769650,0.3420487106017190,0.4451219512195120,0.5833654403686520,0.5654391050338750,-1.8666851615746400,-0.3890583520710070,0,0
624243924,i-dle_official,2014382,20,68504.45,47530.0,76346.26278757160,91.5,100.0,448.6,236.5,46.05,0.0,399.45,365.6352043110440,0.0,27.27272727272730,0.7205846124343940,0.2562969480059740,0.808983738371389,0.2334993698117230,0.5180609327448780,1.138537222804640,0.7349750995635990,0.3853020298361460,0.5278430477928600,0.5717087388038640,0.6673179268836980,-0.1854171361723500,-0.0894694160929596,3,1
649831334,沈月本人,1996813,20,1544022.85,1325540.5,781302.8499038790,100.95,101.0,1350.0,1200.0,20.2,23.05,434.05,181.51713707700300,0.0,0.9508716323296360,0.7774921804565040,0.2068987444885040,0.8132745713266300,0.2331028164631780,1.903955184666190,1.3905181345807200,0.6104428172111510,0.4239216424938780,0.5217286962782230,0.6256819367408750,0.631698489189148,1.7375028419943200,-0.3256441403507070,3,1
663528522,三更草堂,58278,20,121135.75,31425.0,234724.464746238,78.05,100.0,68.5,24.5,42.5,81.1,22321.9,22113.46994814180,0.0999999999999999,0.3378378378378380,0.7295648762854840,0.242985403875162,0.7146882107848450,0.2833095521693170,1.138125794677040,1.4395986912748000,0.6406139135360720,0.3885537893840480,0.3708681936634210,0.5352444052696230,0.5890987515449520,-0.3543775128822090,3.0826602939144400,3,0
677063300,T1-Faker,1178498,20,329750.45,271424.5,195793.6975230160,100.75,101.0,513.05,380.5,19.15,18.25,608.45,355.6992335342350,0.0,1.083032490974730,0.6415839429951690,0.2398860451048510,0.6874215631373540,0.3007957605097720,1.8754840658454900,0.8387215688234340,0.7334567904472350,0.4000526577538540,0.3332866685332590,0.5679183602333070,0.6012169718742370,0.2157331108106040,-0.0288637411834372,3,1
679237565,张宇考研数学,1261276,20,22848.8,19012.5,22652.55636927450,51.25,45.5,36.9,1.5,19.05,4.9,743.45,2397.1869144127200,0.25,20.0,0.6533852339754020,0.2508375313181570,0.7335746793409550,0.2893523624239500,0.1298475460900120,1.6206869668172700,0.7748135328292850,0.3813465783664460,0.4342497515733690,0.5595588088035580,0.6249862313270570,-1.028173807778400,-0.0462003591698392,3,0
1185017133,ITZY,847461,20,92810.45,49775.0,135605.8438926560,93.5,100.0,555.45,443.5,48.5,0.05,654.35,658.9003019385690,0.0,16.216216216216200,0.6686496364231650,0.2746159101165270,0.7455992004564590,0.267638069351107,1.248016910802960,1.314740254457860,0.7331832647323610,0.3465626182919370,0.4393624255029800,0.5979925990104680,0.647551417350769,0.0529072570377034,-0.0427389514685055,3,1
1242710972,产品经理远远,9595,20,723.1,567.0,379.0146365733680,4.0,2.5,0.15,0.0,32.8,99.6,1866.9,1198.3651978292800,0.85,8.955223880597010,0.6983583694323900,0.1763074261488160,0.5456334799528120,0.3980115260490880,1.781073191918670,0.0,0.7253510355949400,0.7968526466380540,1.0,0.671076774597168,0.6264092326164250,-2.9762797830288800,-0.4178771168093500,0,0
1283676771,不加醋的氨基酸,382986,20,160068.15,85115.5,185312.651484848,92.85,100.5,216.75,107.5,26.6,6.75,441.5,249.7599900536090,0.0,4.6875,0.6181117908499520,0.2581056095239060,0.7187763465273020,0.3129370041237700,0.0429160067633273,1.2434286812635000,0.6150660514831540,0.3751477509617240,0.3900130751509870,0.5135610103607180,0.6336832046508790,-0.1628296999203900,-0.0003367996832297,3,1
1340190821,崩坏星穹铁道,11702292,20,3357034.65,2758302.0,1585573.6583039900,101.0,101.0,1380.0,1200.0,26.25,215.15,784.2,443.18828124351300,0.0,8.333333333333330,0.6735874690014020,0.245289385946429,0.5728349187836870,0.2333131879867390,1.834820020296360,1.814264849057870,0.8518778681755070,0.3804996683617070,0.61794,0.5922436118125920,0.7151046991348270,3.303440306348530,-0.4538145356225780,2,1
1369801844,普本生的求职指南,386374,20,46665.95,23347.5,54012.54609369650,46.35,24.5,6.2,3.0,16.35,1.0,50.55,12.080758951411300,0.3,2.510460251046030,0.5447474538600790,0.2505824418417810,0.5573331049583370,0.3331842364556150,1.0447640697531200,1.5348831752766900,0.6624197363853460,0.3951500251438790,0.3954214360041620,0.5387185215950010,0.5623122453689580,-1.12726097344368,-0.2469669642792480,3,0
1401050701,张韶涵,139903,18,350870.5555555560,303011.5,372823.3476059990,100.38888888888900,100.0,408.8333333333330,276.5,21.38888888888890,64.33333333333330,438.5,343.56063768235400,0.0,2.17741935483871,0.7236435188461910,0.2257616620473900,0.7650955932500400,0.2627319826972160,0.9369638014107610,1.1870194584185800,0.6292399168014530,0.4172635135135140,0.3776261616280440,0.5813424587249760,0.6279604434967040,0.1299429413335900,-0.0316031150940114,3,1
1440478645,黑猫剪影-,28365,20,34106.95,14590.0,46938.25926567910,1.3,0.0,0.75,0.0,15.35,0.0,132.05,22.32646529640510,0.8,300.0,0.5586601083095260,0.3469597795374160,0.5071568037072820,0.3072440170555460,1.700694109129300,1.876273584430280,0.5556520223617550,0.431924882629108,0.5245901639344260,0.5266296863555910,0.5910548567771910,-2.821960992082860,-1.3450387519237800,0,0
1459104794,MyGO_AveMujica,919690,20,168436.0,53405.5,268396.6373973610,100.8,101.0,497.1,342.5,31.8,200.35,1186.6,649.645117696861,0.0,6.593406593406590,0.6518593508628240,0.1967887069524230,0.6805096290240470,0.2831453831068980,1.208469611495390,0.5633147677061130,0.8690576553344730,0.6239273927392740,0.3303318120143090,0.6565825343132020,0.5964768528938290,-0.4616226632135800,0.0308207057466966,3,1
1562955722,李老师讲面试,8097,20,667.3,383.0,769.4725534587420,3.35,1.0,0.0,0.0,16.1,184.25,577.85,570.4809858909920,1.0,46.15384615384620,0.7565613655901670,0.1979833242056970,,,1.805373002976580,,0.887840747833252,0.5960061443932410,,0.629397988319397,,-2.8017498935924100,-0.7032734727071140,0,0
1643236766,彼姝子SUZIE,23500,20,2579.1,1943.5,1916.260225708290,20.0,13.0,3.8,2.5,32.1,25.8,296.8,171.5537663149430,0.25,1.33630289532294,0.758789491346106,0.2215591018761660,0.7636868130219610,0.270273373081399,1.6844532834622900,1.7394510771759900,0.6036096215248110,0.3578462719017780,0.4629080118694360,0.5100013613700870,0.5464361310005190,-1.2674429820205300,-0.250898625631287,3,0
1646036311,凤凰传奇,2869185,20,1785919.8,1226617.5,1817522.012952150,100.85,101.0,1400.1,1200.0,24.2,53.05,440.9,273.97366373623000,0.0,1.4285714285714300,0.683779391648971,0.2360586943682120,0.7476275582216390,0.2649193068458340,0.7668774504621060,0.3957427664071650,0.6887922286987310,0.4249101474589370,0.4605523668579890,0.5805088877677920,0.6320062875747680,1.804372546540820,-0.3095281573897000,3,1
1656463436,Ado_jp,997975,20,249336.0,160251.0,245370.19990339400,100.65,101.0,412.65,251.5,28.75,225.15,234.5,58.911619799224800,0.0,1.5789473684210500,0.7286198652061180,0.233321840741682,0.850977777526113,0.2310983820819680,0.884656096209318,1.5296261191122300,0.7310439348220830,0.4509061084205590,0.7171430975958710,0.6019498109817510,0.6632198691368100,-0.0597314270615812,-0.0485650300147186,3,1
1684559452,刀叔产品论,12272,20,4822.55,798.0,10077.418484570200,9.85,0.0,1.6,0.0,11.8,21.65,236.9,118.8868989285280,0.7,8.571428571428570,0.5407897216282070,0.2903684981701690,0.4481189373764210,0.332315970881388,1.5220925446534900,1.5786553649517400,0.6126282811164860,0.3869126043039090,0.4172185430463580,0.5591959953308110,0.5458695888519290,-1.9044714284054400,-0.4982909527576220,0,0
1750535730,MCHOSE迈从,700157,20,101460.4,55783.5,180496.021088788,99.85,100.5,16.05,5.0,35.25,131.95,37.9,32.040927774201200,0.05,6.185567010309280,0.6569625058192270,0.2754842965833090,0.7433624971901700,0.2498688440349330,0.9853157257048800,1.498471449650490,0.6796392202377320,0.3786235331430380,0.4644696189495370,0.5516353845596310,0.747755765914917,-0.3024575801975210,-0.0227373867630449,3,1
1825475365,Super产品林木,15077,20,3602.7,3333.5,2442.3082933978700,5.4,3.5,0.55,0.0,18.55,0.0,166.15,71.60290717414670,0.65,11.11111111111110,0.6863702022711990,0.3014319026680820,0.4609458832578230,0.2557583153224100,1.544611674436230,1.666332585328330,0.6284562349319460,0.3881057268722470,0.4812030075187970,0.4843077361583710,0.5934491753578190,-1.902790806715690,-0.5029083533000680,0,0
1889545341,GEM鄧紫棋,2261835,20,1422373.85,644802.5,2239944.196817350,101.0,101.0,2155.45,1800.0,37.2,114.1,806.85,601.7708319705490,0.0,0.9036144578313250,0.6665531272677210,0.2290058644426140,0.7531845759803890,0.2407277582351690,1.2149535442854700,0.9672884500591230,0.7586309909820560,0.4204348443939180,0.498960041598336,0.5791481733322140,0.6662909984588620,1.8192435676317300,-0.3179497289084200,3,1
1976558860,天气微凉淡淡月光,188033,20,435825.4,370193.5,270550.3383753000,98.1,101.0,678.0,511.0,41.3,3.3,531.4,125.29476823622100,0.0,7.792207792207790,0.6350791721237360,0.2510922269510140,0.5537080480989790,0.3261866047155180,1.835856153090110,0.6217242056699430,0.6937230825424190,0.3825207468879670,0.3602407470356520,0.5484557151794430,0.5612003207206730,0.4020543147261580,-0.1114993188012090,3,1
2128487337,aespa,1778470,20,107227.8,53157.0,147319.9996068710,97.3,100.0,601.5,180.0,48.95,0.25,705.9,813.0148506444520,0.0,14.634146341463400,0.7536378500328420,0.2406171063512430,0.7859742918786080,0.2463986310542640,1.222034300560210,0.9311437424538300,0.7152434587478640,0.4939337377508170,0.4862341297610720,0.6374991536140440,0.6356779932975770,-0.2745565256283650,-0.0077692994873568,3,1
3493092783032940,NewJeans,920617,20,56133.15,42429.0,37548.69395062060,100.3,100.0,231.65,223.5,36.3,0.0,637.7,300.07071096484500,0.0,4.724409448818900,0.571288028563877,0.2672241196993920,0.6790310368112720,0.2899351980242650,1.909466673867090,1.1602957556364900,0.8305011987686160,0.3712627450980390,0.3473881072809960,0.551490068435669,0.5776026844978330,-0.1099118467158540,0.0275355243194125,3,1
3493137471244811,雯ww63,46775,20,23403.25,18901.5,15466.258227696500,69.15,64.0,17.55,6.0,34.0,1.25,285.15,193.4806599882110,0.0999999999999999,5.172413793103450,0.6577098816498540,0.2432138351093660,0.5941341541803040,0.310866846218593,1.7435864781145800,1.426336936653660,0.6793538331985470,0.3826327913731510,0.3731751824817520,0.5261967778205870,0.5777406096458440,-0.69432324521976,-0.0830529774188334,3,0
3493296569583802,大厂面试题,4921,17,14977.64705882350,4575.0,23048.24601770480,42.70588235294120,29.0,43.1764705882353,47.0,33.705882352941200,12.176470588235300,2040.2941176470600,5172.08013961387,0.0588235294117647,0.565410199556541,0.6435273766553560,0.2480626050414620,0.7565170195593170,0.2949973936567080,1.7816711246041000,1.726396568302250,0.6933209896087650,0.440905068891417,0.4245739532926570,0.6464911699295040,0.6260907649993900,-0.9702427481119710,0.3446464170923760,3,0
3546382956759627,钢琴奶奶-尹松,674971,20,85943.0,55903.0,73623.91892870860,89.45,101.0,300.35,130.5,28.85,70.45,987.35,1158.494316593290,0.05,15.0,0.7429665014784950,0.234618116689784,0.6956252858911870,0.3017648970245440,0.4839418946269070,0.976143922582124,0.68754643201828,0.3725036260180740,0.3450065446529040,0.5585988759994510,0.5638891458511350,-0.266802702111881,0.0384187648270133,3,1
3546630773016865,时代少年团,3744991,20,1472862.9,1158136.0,1194652.5723517800,100.95,101.0,5834.0,6680.0,25.9,0.5,4076.2,4403.200577570340,0.0,9.375,0.7536290711665610,0.2588740471466500,0.7302921652589110,0.28306022455677,1.7548806213649500,1.272152156418030,0.7513741850852970,0.3748531139835490,0.5883129349652030,0.6061257123947140,0.6409575343132020,4.9367669707911700,-0.7006463431134390,2,1
3546644771506784,Python学习课堂,92417,20,13768.1,9361.0,11978.036487452200,63.0,69.0,201.6,153.0,75.45,161.5,66066.5,30452.01807416830,0.0,2.061855670103090,0.641852970894367,0.2934476579108910,0.7237069558256140,0.2820916702078570,1.9043720125578500,1.428441621530040,0.8867494463920590,0.6254285061323990,0.4489018087855300,0.6485843062400820,0.6754767894744870,-0.6669255502556320,6.867995936477290,1,0
3546663866075740,AI产品经理亚慧姐,5009,20,485.35,459.0,215.16585402159400,1.5,1.0,0.05,0.0,20.9,1.9,169.8,81.7432437253186,0.95,22.22222222222220,0.6982483128706620,0.1482308800059880,0.2817466259002690,,1.7567481329394700,0.0,0.7964075207710270,0.7128953771289540,1.0,0.7410777807235720,1.0,-2.9658275494585200,-0.6972517578260750,0,0
3546719514003582,RED_OFFICIAL_,156840,20,135385.55,79332.0,189981.03484197800,100.7,101.0,2005.25,1152.0,28.3,0.35,863.15,1385.1792692264600,0.0,5.825242718446600,0.7595331516679170,0.2192254582496310,0.7904034018507950,0.237185452696147,1.3439357499254900,1.5598740492595500,0.7777941823005680,0.393014382154388,0.4297656187505000,0.5895278453826900,0.6369689702987670,0.7991350681295220,-0.1439820636445690,3,1
3546752776931554,纪超影视,848,20,1489.2,306.5,5012.301841207130,1.25,0.0,0.55,0.0,22.15,1.0,216.65,122.41227793597200,0.95,11.76470588235290,0.5606143359839920,0.2962673217283010,0.4152333612807770,0.4043982647171010,1.6992577835279700,1.666332585328330,0.5452463030815130,0.4634146341463420,0.6230769230769230,0.5708733201026920,0.6895092725753780,-2.4134870582205400,-0.6428615844546910,0,0
3546760219724479,林木聊AI,5059,20,2743.75,1984.0,1843.3023533293400,5.3,4.0,0.6,0.0,20.3,0.0,176.25,37.33472350168630,0.65,4.8,0.6001528351796120,0.3292098672985390,0.4505944799942270,0.3113556695076490,1.5090526833244000,1.90728399932138,0.6970958113670350,0.4385542168674700,0.5357142857142860,0.5127354264259340,0.5714647769927980,-1.9978340943765900,-0.4923671594306120,0,0
3546802080975058,roses_are_rosie,983107,20,110624.5,98721.0,79262.0065953816,100.2,100.0,145.75,83.5,30.2,69.15,66.7,58.85673954165050,0.0,4.477611940298510,0.7358350599279440,0.2256053121940680,0.8083337699748440,0.2302881038287160,1.788775379724150,1.3725972211995600,0.5796152949333190,0.444880931687815,0.5937538882667660,0.609038233757019,0.6631429195404050,-0.2906113508227040,-0.0224161117315463,3,1
3546831122336532,大熊聊设计,393,20,432.3,242.0,493.0411640762710,1.3,0.0,0.05,0.0,21.35,5.45,820.8,459.7875481933850,0.95,7.59493670886076,0.8473974569485740,0.2306103937949380,0.953103482723236,,1.7070248439825400,0.0,0.6914970874786380,0.5502793296089390,1.0,0.694961428642273,1.0,-2.584983063840330,-0.5711668437685750,0,0
3546837942274544,IVEofficial,148831,20,45933.05,17901.5,91029.33012379490,73.7,77.5,295.55,247.5,28.25,0.0,823.15,582.4633058241340,0.0,7.5,0.7531848294430460,0.2406456570129960,0.7683312342707160,0.2500634883967650,0.543945753201905,1.1417730395137400,0.672889232635498,0.3922440537745610,0.4894058885383810,0.6035313606262210,0.642355740070343,-0.3930360201533710,-0.0177584630872424,3,1
3546848985877243,みゆな_迷悠奈_MIYUNA,85055,20,37663.9,16736.5,69762.1092789066,78.95,95.0,48.05,9.5,30.95,95.05,223.8,167.91902810581100,0.0999999999999999,5.263157894736840,0.7218059621635700,0.2298959020599120,0.7005194433917300,0.3079222217850270,0.7746743071567460,1.6004139595712000,0.7754473090171810,0.4420908930773300,0.3412560721721030,0.6148554086685180,0.6015556454658510,-0.7134503460242700,-0.0738971393846792,3,1
3546857095563391,忆非说求职,92,20,402.15,258.0,507.0139907755060,0.7,1.0,0.0,0.0,17.35,1.0,103.95,14.091710889365900,1.0,21.42857142857140,0.7562008840697150,0.1537709556120390,,,1.7298201303799200,,0.6829585433006290,0.8496420047732700,,0.780337929725647,,-3.3142422395511200,-0.7398571730460060,0,0
3546911659264635,开源项目盘点,26788,20,4189.15,3070.5,2816.1137887259900,5.95,3.0,0.25,0.0,27.55,204.6,48.65,7.3361039423274,0.75,11.320754716981100,0.535812807809405,0.3107941281511530,0.6133966624736790,0.2976837627355920,1.90447485484633,0.0,0.6022421717643740,0.4190609670637700,0.9743589743589750,0.4919764399528500,0.5870496034622190,-2.0675475598284900,-0.5609892369602880,0,0
3546929849961165,陳奕迅所長,841573,20,1244063.85,279834.0,1704421.3117865700,93.55,101.0,1217.9,438.5,41.0,122.35,1666.45,2138.0398911890700,0.0,6.315789473684210,0.6861485838596390,0.2496627655350380,0.7252960777615540,0.2817569642961300,1.404143817799800,1.193873132493030,0.7000888586044310,0.3918447587037860,0.3619582825030500,0.5788987874984740,0.6078187227249150,0.8211005386012510,0.0803997420785962,3,1
3546952650197324,亚风聊IT职场,1552,20,2065.7,786.5,5023.427023771510,4.8,1.0,2.05,0.0,24.2,0.0,170.7,124.0025891070960,0.8,14.285714285714300,0.5800164836303640,0.2724217677018680,0.6555497915279570,0.2782200258045060,1.7691444733747600,1.880189794919340,0.6139854788780210,0.4358565737051790,0.5887850467289720,0.5880554914474490,0.5964649319648740,-2.1724425744048000,-0.577380513041007,0,0
3546973877570088,美依礼芽MARiA,373450,11,523969.5454545460,223578.0,730084.3234691950,100.63636363636400,101.0,165.8181818181820,120.0,16.545454545454500,43.63636363636360,30.09090909090910,29.10139015736030,0.0,8.461538461538460,0.6310488439561310,0.2381024290214170,0.7584544339063050,0.2721670066900140,0.45219596731797,1.2789034277290600,0.7632690668106080,0.4347577986304840,0.4384867746565510,0.561020016670227,0.6252273321151730,-0.0200135650375483,-0.0509184355881587,3,1
