uid,up_name,followers,label_binary,avg_comment_scraped,avg_danmaku,avg_length,avg_play,comment_repetition,danmaku_missing_rate,med_danmaku,med_play,std_length,upload_freq,model_prob_high,model_pred_label,confidence,shap_sum,shap_norm,value_score,score_percentile,score_bucket
10399934,白泽talk,4999,0,18.8,4.15,1948.2,3692.75,0.375491900796193,0.65,0.0,2870.5,1534.72944984141,1.57894736842105,0.36333333333333334,0,0.6366666666666667,-0.1403989227907107,0.45414847161572025,54.54075691411935,9.923664122137405,Bottom 20%
11253297,多多poi丶,3027399,1,99.7,302.7,396.75,262242.95,0.397581278467096,0.0,200.0,169996.0,345.034838057962,2.15827338129496,0.6866666666666666,1,0.6866666666666666,0.18293441054262233,0.8777292576419209,78.21979621542938,73.66412213740458,Middle 60%
12807175,法老爷爷,1900407,1,100.5,612.6,516.05,591235.35,0.400928885940045,0.0,123.0,63870.0,797.436648201434,2.62008733624454,0.69,1,0.69,0.1862677438759557,0.882096069868995,78.60480349344975,77.48091603053436,Middle 60%
12890453,程序员鱼皮,707383,1,80.05,92.45,452.55,63845.6,0.363406173245892,0.0,46.0,33253.5,296.398464908305,9.67741935483871,0.6866666666666666,1,0.6866666666666666,0.18293441054262297,0.8777292576419216,78.2197962154294,75.57251908396947,Middle 60%
13164144,魔法Zc目录,3179136,1,101.0,619.5,1787.75,705801.55,0.366744791666667,0.0,247.5,577022.5,1464.96426667396,9.52380952380952,0.7366666666666667,1,0.7366666666666667,0.23293441054262276,0.9432314410480349,83.99490538573508,91.6030534351145,Top 20%
18343098,河野华,3229028,1,101.0,1241.6,447.85,2017937.45,0.425189816882537,0.0,980.0,1488778.5,563.463563011935,1.59574468085106,0.68,1,0.68,0.17626774387595573,0.8689956331877725,77.44978165938863,58.396946564885496,Middle 60%
20713882,单依纯,1254701,1,100.9,1108.0,456.15,1073989.7,0.389755950587526,0.0,1200.0,738515.0,438.927673576842,5.0,0.6866666666666666,1,0.6866666666666666,0.18293441054262247,0.877729257641921,78.21979621542938,73.66412213740458,Middle 60%
21149898,林森小朋友,777281,1,66.7,53.0,232.1,145215.55,0.426752756289212,0.05,23.5,68289.0,143.586357657206,3.40909090909091,0.5966666666666667,1,0.5966666666666667,0.09293441054262247,0.7598253275109167,67.82459970887918,40.458015267175576,Middle 60%
23408614,互联网产品小龙虾,26973,0,8.05,0.15,1887.4,1441.8,0.686648501362398,0.85,0.0,1110.5,1281.676960696,8.95522388059701,0.4266666666666667,0,0.5733333333333333,-0.07706558945737745,0.5371179039301306,55.522561863173195,27.480916030534353,Middle 60%
23920239,小米公司,3161224,1,100.9,229.05,547.0,105298.85,0.389229584414844,0.0,113.0,57175.0,1170.70842250593,3.10880829015544,0.69,1,0.69,0.1862677438759557,0.882096069868995,78.60480349344975,77.48091603053436,Middle 60%
23947287,小约翰可汗,10318067,1,101.0,4500.0,2299.2,4959200.4,0.392696690773614,0.0,3600.0,4997191.5,248.896215953135,3.27868852459016,0.68,1,0.68,0.17626774387595584,0.8689956331877725,77.44978165938863,58.396946564885496,Middle 60%
24919812,学姐潇潇,334405,1,82.2,48.05,393.6,62231.25,0.36989596488063,0.0,30.5,45946.5,174.989744060376,1.91693290734824,0.6066666666666667,1,0.6066666666666667,0.10293441054262259,0.7729257641921394,68.97962154294031,43.12977099236641,Middle 60%
25910292,钟文泽,2410142,1,100.95,1979.85,950.8,755866.65,0.393558298182576,0.0,1800.0,569327.5,286.505185036208,4.22535211267606,0.6833333333333333,1,0.6833333333333333,0.17960107720928914,0.8733624454148469,77.834788937409,69.8473282442748,Middle 60%
27899754,贪玩歌姬小宁子,1760570,1,100.75,1065.45,576.45,1064450.4,0.372002368498964,0.0,808.5,820916.0,188.514546416255,3.94736842105263,0.6833333333333333,1,0.6833333333333333,0.17960107720928906,0.8733624454148466,77.834788937409,69.8473282442748,Middle 60%
31009079,萧然Q,1068125,1,100.95,367.05,1688.4,1652838.5,0.383725042600392,0.0,344.0,1265441.0,1515.64408403612,7.14285714285714,0.72,1,0.72,0.21626774387595601,0.9213973799126637,82.06986899563317,85.87786259541986,Top 20%
33971248,Sophie潘潘,138226,1,75.5,138.05,446.6,69696.9,0.370685519505113,0.0,73.5,40761.0,156.105025375125,3.42857142857143,0.6533333333333333,1,0.6533333333333333,0.1496010772092896,0.8340611353711792,74.36972343522564,49.61832061068702,Middle 60%
37974444,黑马程序员,4492681,0,95.4,71.7,62638.1,201212.2,0.383681172898602,0.0,44.5,131669.5,55660.368187125,2.47933884297521,0.61,1,0.61,0.10626774387595592,0.7772925764192138,69.36462882096069,45.80152671755725,Middle 60%
38598226,医学科普联盟,3041146,1,100.9,1325.35,662.95,2114644.15,0.394184829594576,0.0,1176.5,1712393.0,159.597017186215,1.28205128205128,0.68,1,0.68,0.17626774387595573,0.8689956331877725,77.44978165938863,58.396946564885496,Middle 60%
39627524,食贫道,8630869,1,100.85,6300.0,3818.75,3320832.8,0.381202554524642,0.0,7200.0,2783822.0,3734.69570204081,5.35714285714286,0.6833333333333333,1,0.6833333333333333,0.17960107720928925,0.8733624454148469,77.834788937409,69.8473282442748,Middle 60%
50381841,大头大头大头儿子,333804,1,79.45,81.85,260.85,196125.55,0.392580961727184,0.0,34.5,84288.0,108.531477364622,1.05263157894737,0.62,1,0.62,0.11626774387595587,0.7903930131004363,70.51965065502182,48.091603053435115,Middle 60%
65564239,IT咖啡馆,256747,1,73.4,37.75,270.35,90814.65,0.380231733270277,0.0,31.0,67258.5,76.2463286432793,2.95566502463054,0.61,1,0.61,0.10626774387595606,0.7772925764192139,69.36462882096069,45.80152671755725,Middle 60%
66607740,宋浩老师官方,10023499,0,81.75,441.45,42007.35,3233167.2,0.423990360321841,0.0999999999999999,108.0,296608.5,88579.1308143087,1.47783251231527,0.6833333333333333,1,0.6833333333333333,0.179601077209289,0.8733624454148465,77.83478893740899,66.03053435114504,Middle 60%
88461692,3Blue1Brown,2524737,1,100.0,656.35,1461.15,302641.3,0.350135967367832,0.0,534.0,276878.0,559.61652989017,0.852272727272727,0.6833333333333333,1,0.6833333333333333,0.17960107720928906,0.8733624454148466,77.834788937409,69.8473282442748,Middle 60%
109606796,鹅姐职场,377674,0,4.75,6.15,154.35,3553.95,0.427208627125674,0.0,6.0,2689.5,16.5379149707255,4.31654676258993,0.02,0,0.98,-0.48373225612404386,0.004366812227074119,49.2183406113537,1.9083969465648856,Bottom 20%
146865230,大厂Man,6498,0,9.45,2.85,274.85,1816.4,0.416504042375244,0.2,3.0,894.0,165.588988637212,5.8252427184466,0.36666666666666664,0,0.6333333333333333,-0.13706558945737737,0.4585152838427945,54.59243085880638,15.267175572519085,Bottom 20%
217107039,AI产品经理PMGao,84575,0,21.8,4.15,2763.95,16322.85,0.36126769384943,0.5,0.5,5882.5,3538.04249290182,3.24324324324324,0.36666666666666664,0,0.6333333333333333,-0.13706558945737735,0.4585152838427945,54.59243085880638,15.267175572519085,Bottom 20%
232472043,DJI大疆创新,1396904,1,47.25,53.1,25.05,78257.45,0.402613827993255,0.0,19.5,6572.5,19.9591029225685,75.0,0.12333333333333334,0,0.8766666666666667,-0.38039892279071064,0.13973799126637532,50.820232896652094,5.343511450381679,Bottom 20%
261485584,HOPICO,2436817,1,100.85,2587.2,1544.25,1772827.6,0.387941963656853,0.0,2353.5,878197.5,577.543425116014,3.8961038961039,0.68,1,0.68,0.17626774387595573,0.8689956331877725,77.44978165938863,58.396946564885496,Middle 60%
286187082,大耳朵TV,1079036,1,100.8,518.95,582.95,183089.55,0.386564494166021,0.0,458.0,155092.0,236.248191304689,18.1818181818182,0.7466666666666667,1,0.7466666666666667,0.2429344105426226,0.9563318777292575,85.14992721979621,96.18320610687023,Top 20%
289169707,亨亨的产品变量,1312,0,2.15,0.65,272.35,814.95,0.372067039106145,0.75,0.0,398.0,231.266370686545,2.08333333333333,0.36666666666666664,0,0.6333333333333333,-0.13706558945737735,0.4585152838427945,54.59243085880638,15.267175572519085,Bottom 20%
300634025,滔搏电子竞技俱乐部,955088,1,100.95,361.15,332.35,179777.0,0.384116415554106,0.0,190.0,108248.5,221.055190774659,18.1818181818182,0.76,1,0.76,0.2562677438759561,0.9737991266375545,86.68995633187772,98.47328244274809,Top 20%
345630501,黄龄,2664967,1,100.6,346.2,260.6,284492.95,0.417332312069154,0.0,172.0,67808.0,150.130960375127,3.10880829015544,0.69,1,0.69,0.1862677438759557,0.882096069868995,78.60480349344975,77.48091603053436,Middle 60%
345880241,好奇代码的三木,41410,0,3.55,0.15,469.2,1004.65,0.628588339745487,0.9,0.0,1001.5,98.895266237624,3.2258064516129,0.36333333333333334,0,0.6366666666666667,-0.1403989227907107,0.45414847161572025,54.54075691411935,9.923664122137405,Bottom 20%
