uid,up_name,followers,label_binary,avg_comment_scraped,avg_danmaku,avg_length,avg_play,comment_repetition,danmaku_missing_rate,med_danmaku,med_play,std_length,upload_freq
23408614,互联网产品小龙虾,26973,0,8.05,0.15,1887.4,1441.8,0.686648501362398,0.85,0.0,1110.5,1281.676960696,8.95522388059701
23920239,小米公司,3161224,1,100.9,229.05,547.0,105298.85,0.389229584414844,0.0,113.0,57175.0,1170.70842250593,3.10880829015544
23947287,小约翰可汗,10318067,1,101.0,4500.0,2299.2,4959200.4,0.392696690773614,0.0,3600.0,4997191.5,248.896215953135,3.27868852459016
24919812,学姐潇潇,334405,1,82.2,48.05,393.6,62231.25,0.36989596488063,0.0,30.5,45946.5,174.989744060376,1.91693290734824
25910292,钟文泽,2410142,1,100.95,1979.85,950.8,755866.65,0.393558298182576,0.0,1800.0,569327.5,286.505185036208,4.22535211267606
27899754,贪玩歌姬小宁子,1760570,1,100.75,1065.45,576.45,1064450.4,0.372002368498964,0.0,808.5,820916.0,188.514546416255,3.94736842105263
31009079,萧然Q,1068125,1,100.95,367.05,1688.4,1652838.5,0.383725042600392,0.0,344.0,1265441.0,1515.64408403612,7.14285714285714
33971248,Sophie潘潘,138226,1,75.5,138.05,446.6,69696.9,0.370685519505113,0.0,73.5,40761.0,156.105025375125,3.42857142857143
37974444,黑马程序员,4492681,0,95.4,71.7,62638.1,201212.2,0.383681172898602,0.0,44.5,131669.5,55660.368187125,2.47933884297521
38598226,医学科普联盟,3041146,1,100.9,1325.35,662.95,2114644.15,0.394184829594576,0.0,1176.5,1712393.0,159.597017186215,1.28205128205128
39627524,食贫道,8630869,1,100.85,6300.0,3818.75,3320832.8,0.381202554524642,0.0,7200.0,2783822.0,3734.69570204081,5.35714285714286
50381841,大头大头大头儿子,333804,1,79.45,81.85,260.85,196125.55,0.392580961727184,0.0,34.5,84288.0,108.531477364622,1.05263157894737
65564239,IT咖啡馆,256747,1,73.4,37.75,270.35,90814.65,0.380231733270277,0.0,31.0,67258.5,76.2463286432793,2.95566502463054
66607740,宋浩老师官方,10023499,0,81.75,441.45,42007.35,3233167.2,0.423990360321841,0.0999999999999999,108.0,296608.5,88579.1308143087,1.47783251231527
88461692,3Blue1Brown,2524737,1,100.0,656.35,1461.15,302641.3,0.350135967367832,0.0,534.0,276878.0,559.61652989017,0.852272727272727
109606796,鹅姐职场,377674,0,4.75,6.15,154.35,3553.95,0.427208627125674,0.0,6.0,2689.5,16.5379149707255,4.31654676258993
146865230,大厂Man,6498,0,9.45,2.85,274.85,1816.4,0.416504042375244,0.2,3.0,894.0,165.588988637212,5.8252427184466
217107039,AI产品经理PMGao,84575,0,21.8,4.15,2763.95,16322.85,0.36126769384943,0.5,0.5,5882.5,3538.04249290182,3.24324324324324
232472043,DJI大疆创新,1396904,1,47.25,53.1,25.05,78257.45,0.402613827993255,0.0,19.5,6572.5,19.9591029225685,75.0
261485584,HOPICO,2436817,1,100.85,2587.2,1544.25,1772827.6,0.387941963656853,0.0,2353.5,878197.5,577.543425116014,3.8961038961039
286187082,大耳朵TV,1079036,1,100.8,518.95,582.95,183089.55,0.386564494166021,0.0,458.0,155092.0,236.248191304689,18.1818181818182
289169707,亨亨的产品变量,1312,0,2.15,0.65,272.35,814.95,0.372067039106145,0.75,0.0,398.0,231.266370686545,2.08333333333333
300634025,滔搏电子竞技俱乐部,955088,1,100.95,361.15,332.35,179777.0,0.384116415554106,0.0,190.0,108248.5,221.055190774659,18.1818181818182
345630501,黄龄,2664967,1,100.6,346.2,260.6,284492.95,0.417332312069154,0.0,172.0,67808.0,150.130960375127,3.10880829015544
345880241,好奇代码的三木,41410,0,3.55,0.15,469.2,1004.65,0.628588339745487,0.9,0.0,1001.5,98.895266237624,3.2258064516129
347128576,ZeQAQ,1819,0,39.9,4.5,1858.4,6315.85,0.390198147496776,0.5,1.0,3960.5,605.562148577232,6.0
352091301,陶喆的音乐产房,1007695,1,100.55,460.25,427.2,106745.05,0.417120833458794,0.0,467.5,82951.5,302.730486354482,5.08474576271186
355804646,宅宅小霸王,174139,1,95.2,108.8,327.0,53394.4,0.394019547756524,0.0,89.5,39881.0,103.921529100213,4.10958904109589
383433896,教日语的阿飞老师,1275269,0,17.45,8.6,1934.75,5068.2,0.457906570072446,0.4,2.5,3875.0,1419.87545321115,9.52380952380952
386112702,美芳Mia,10697,0,6.6,2.65,2050.2,3980.85,0.413504189255791,0.5,0.5,3663.0,2539.10493139444,0.99009900990099
386917389,AI编程布道者-金角大王,197607,0,7.25,1.2,90.6,6581.75,0.366222760290557,0.65,0.0,1338.0,60.2795243232026,31.5789473684211
388699948,欧阳娜娜Nana,1658029,1,70.0,141.9,392.95,132068.75,0.407174653050537,0.05,36.5,45822.5,293.68735166213,1.875
400813602,Ayase-YOASOBI,1601566,0,51.15,108.95,199.45,176226.0,0.417940629297096,0.5,3.0,78478.5,116.886123168979,2.69058295964126
401742377,原神,20205247,1,101.0,1104.35,676.85,1223293.0,0.393930826500801,0.0,916.0,952516.5,514.059187952077,29.2682926829268
431073645,你的影月月,9185177,1,99.3,259.25,916.5,363230.35,0.370679255179649,0.0,108.0,209154.0,1207.31600973748,30.0
435203110,村长托马斯,448852,1,100.95,1223.5,1118.35,368164.55,0.37634011090573,0.0,1196.5,304828.5,384.945693367396,2.0
471303350,大狸子切切里,2665043,1,100.7,1137.55,652.1,560893.2,0.381133646583001,0.0,966.5,467205.5,236.966331163866,6.52173913043478
473837611,新华社,19370415,1,97.55,369.5,238.3,135772.1,0.387526719476927,0.0999999999999999,150.5,76355.0,343.795854357908,300.0
477676711,田一名sir,2073655,1,100.9,227.15,41.15,1186953.75,0.445713110116752,0.0,120.0,505952.0,39.9674538646266,10.7142857142857
479659041,懂设计的产品人,27297,0,0.3,0.05,568.45,286.2,0.959183673469388,0.95,0.0,278.5,223.642213085285,28.5714285714286
479893558,郎朗,2099758,1,100.35,81.55,151.1,226757.4,0.477391683628962,0.0,56.5,51052.5,122.942391301566,3.65853658536585
482867012,吴悠讲编程,70141,0,31.95,17.3,388.25,21351.15,0.355946927815511,0.0,19.0,19845.5,178.974527737741,2.14285714285714
489678113,GAI周延,364910,1,100.9,723.6,386.85,608542.8,0.412459336369551,0.0,447.5,164277.5,337.991478403945,4.05405405405405
494293576,Bambulab拓竹科技,187084,1,72.3,23.7,66.65,135023.2,0.374071907483238,0.05,7.0,87460.0,116.743206722231,6.89655172413793
501005668,黄霄雲,873594,1,100.85,439.85,361.2,239368.1,0.45545173631548,0.0,320.0,87578.0,185.582893948542,4.61538461538462
504573481,房磊AI新发现,26553,0,21.5,6.85,1080.7,9483.8,0.362043987883577,0.15,3.0,3280.5,506.830304830657,2.8436018957346
517327498,罗翔说刑法,32325015,1,100.85,1267.55,611.3,1241759.75,0.336758893280632,0.0,1200.0,1219450.5,585.310992460194,3.72670807453416
519872016,历史调研室,6780014,1,101.0,3143.45,2506.65,1995455.9,0.361147196962127,0.0,2947.5,1908580.0,355.320059575648,2.11267605633803
520819684,小Lin说,6686211,1,100.95,3237.55,1395.3,4209689.1,0.383584810929366,0.0,3600.0,3380100.5,417.519882917663,2.4
522976477,Eden说产品,6156,0,2.1,0.05,243.9,573.3,0.653153153153153,0.95,0.0,449.0,199.460298120493,12.5
523995133,林粒粒呀,548067,1,52.05,68.4,925.15,283240.95,0.349841166408732,0.2,30.0,45713.5,2610.23060636815,1.92307692307692
544142239,黄子弘凡-Lars,1076238,1,90.1,336.65,225.9,228751.85,0.451065284265694,0.0999999999999999,256.5,147005.0,176.533551306379,3.57142857142857
549737999,张真源的松果仓库,158424,0,4.75,2.2,283.8,1530.6,0.50713907985193,0.4,1.5,1246.5,557.684460868991,46.1538461538462
597100476,Melissa职业规划,229726,0,87.2,254.95,667.25,165767.6,0.367899062206315,0.0,152.0,70539.5,385.147118166005,2.42914979757085
598341451,Nian的职场说,1807,0,7.45,1.0,1566.3,1948.15,0.342048710601719,0.75,0.0,738.5,421.66263641371904,3.59281437125749
624243924,i-dle_official,2014382,1,91.5,448.6,399.45,68504.45,0.385302029836146,0.0,236.5,47530.0,365.635204311044,27.2727272727273
649831334,沈月本人,1996813,1,100.95,1350.0,434.05,1544022.85,0.423921642493878,0.0,1200.0,1325540.5,181.517137077003,0.950871632329636
663528522,三更草堂,58278,0,78.05,68.5,22321.9,121135.75,0.388553789384048,0.0999999999999999,24.5,31425.0,22113.4699481418,0.337837837837838
677063300,T1-Faker,1178498,1,100.75,513.05,608.45,329750.45,0.400052657753854,0.0,380.5,271424.5,355.699233534235,1.08303249097473
679237565,张宇考研数学,1261276,0,51.25,36.9,743.45,22848.8,0.381346578366446,0.25,1.5,19012.5,2397.18691441272,20.0
1185017133,ITZY,847461,1,93.5,555.45,654.35,92810.45,0.346562618291937,0.0,443.5,49775.0,658.900301938569,16.2162162162162
1242710972,产品经理远远,9595,0,4.0,0.15,1866.9,723.1,0.796852646638054,0.85,0.0,567.0,1198.36519782928,8.95522388059701
1283676771,不加醋的氨基酸,382986,1,92.85,216.75,441.5,160068.15,0.375147750961724,0.0,107.5,85115.5,249.759990053609,4.6875
1340190821,崩坏星穹铁道,11702292,1,101.0,1380.0,784.2,3357034.65,0.380499668361707,0.0,1200.0,2758302.0,443.18828124351296,8.33333333333333
1369801844,普本生的求职指南,386374,0,46.35,6.2,50.55,46665.95,0.395150025143879,0.3,3.0,23347.5,12.0807589514113,2.51046025104603
1401050701,张韶涵,139903,1,100.388888888889,408.833333333333,438.5,350870.555555556,0.417263513513514,0.0,276.5,303011.5,343.560637682354,2.17741935483871
1440478645,黑猫剪影-,28365,0,1.3,0.75,132.05,34106.95,0.431924882629108,0.8,0.0,14590.0,22.3264652964051,300.0
1459104794,MyGO_AveMujica,919690,1,100.8,497.1,1186.6,168436.0,0.623927392739274,0.0,342.5,53405.5,649.645117696861,6.59340659340659
1562955722,李老师讲面试,8097,0,3.35,0.0,577.85,667.3,0.596006144393241,1.0,0.0,383.0,570.480985890992,46.1538461538462
1643236766,彼姝子SUZIE,23500,0,20.0,3.8,296.8,2579.1,0.357846271901778,0.25,2.5,1943.5,171.553766314943,1.33630289532294
1646036311,凤凰传奇,2869185,1,100.85,1400.1,440.9,1785919.8,0.424910147458937,0.0,1200.0,1226617.5,273.97366373623,1.42857142857143
1656463436,Ado_jp,997975,1,100.65,412.65,234.5,249336.0,0.450906108420559,0.0,251.5,160251.0,58.9116197992248,1.57894736842105
1684559452,刀叔产品论,12272,0,9.85,1.6,236.9,4822.55,0.386912604303909,0.7,0.0,798.0,118.886898928528,8.57142857142857
1750535730,MCHOSE迈从,700157,1,99.85,16.05,37.9,101460.4,0.378623533143038,0.05,5.0,55783.5,32.0409277742012,6.18556701030928
1825475365,Super产品林木,15077,0,5.4,0.55,166.15,3602.7,0.388105726872247,0.65,0.0,3333.5,71.6029071741467,11.1111111111111
1889545341,GEM鄧紫棋,2261835,1,101.0,2155.45,806.85,1422373.85,0.420434844393918,0.0,1800.0,644802.5,601.770831970549,0.903614457831325
1976558860,天气微凉淡淡月光,188033,1,98.1,678.0,531.4,435825.4,0.382520746887967,0.0,511.0,370193.5,125.294768236221,7.79220779220779
2128487337,aespa,1778470,1,97.3,601.5,705.9,107227.8,0.493933737750817,0.0,180.0,53157.0,813.014850644452,14.6341463414634
3493092783032940,NewJeans,920617,1,100.3,231.65,637.7,56133.15,0.371262745098039,0.0,223.5,42429.0,300.070710964845,4.7244094488189
3493137471244811,雯ww63,46775,0,69.15,17.55,285.15,23403.25,0.382632791373151,0.0999999999999999,6.0,18901.5,193.480659988211,5.17241379310345
3493296569583802,大厂面试题,4921,0,42.7058823529412,43.1764705882353,2040.29411764706,14977.6470588235,0.440905068891417,0.0588235294117647,47.0,4575.0,5172.08013961387,0.565410199556541
3546382956759627,钢琴奶奶-尹松,674971,1,89.45,300.35,987.35,85943.0,0.372503626018074,0.05,130.5,55903.0,1158.49431659329,15.0
3546630773016865,时代少年团,3744991,1,100.95,5834.0,4076.2,1472862.9,0.374853113983549,0.0,6680.0,1158136.0,4403.20057757034,9.375
3546644771506784,Python学习课堂,92417,0,63.0,201.6,66066.5,13768.1,0.625428506132399,0.0,153.0,9361.0,30452.0180741683,2.06185567010309
3546663866075740,AI产品经理亚慧姐,5009,0,1.5,0.05,169.8,485.35,0.712895377128954,0.95,0.0,459.0,81.7432437253186,22.2222222222222
3546719514003582,RED_OFFICIAL_,156840,1,100.7,2005.25,863.15,135385.55,0.393014382154388,0.0,1152.0,79332.0,1385.17926922646,5.8252427184466
3546752776931554,纪超影视,848,0,1.25,0.55,216.65,1489.2,0.463414634146342,0.95,0.0,306.5,122.412277935972,11.7647058823529
3546760219724479,林木聊AI,5059,0,5.3,0.6,176.25,2743.75,0.43855421686747,0.65,0.0,1984.0,37.3347235016863,4.8
3546802080975058,roses_are_rosie,983107,1,100.2,145.75,66.7,110624.5,0.444880931687815,0.0,83.5,98721.0,58.8567395416505,4.47761194029851
3546831122336532,大熊聊设计,393,0,1.3,0.05,820.8,432.3,0.550279329608939,0.95,0.0,242.0,459.787548193385,7.59493670886076
3546837942274544,IVEofficial,148831,1,73.7,295.55,823.15,45933.05,0.392244053774561,0.0,247.5,17901.5,582.463305824134,7.5
3546848985877243,みゆな_迷悠奈_MIYUNA,85055,1,78.95,48.05,223.8,37663.9,0.44209089307733,0.0999999999999999,9.5,16736.5,167.919028105811,5.26315789473684
3546857095563391,忆非说求职,92,0,0.7,0.0,103.95,402.15,0.84964200477327,1.0,0.0,258.0,14.0917108893659,21.4285714285714
3546911659264635,开源项目盘点,26788,0,5.95,0.25,48.65,4189.15,0.41906096706377,0.75,0.0,3070.5,7.3361039423274,11.3207547169811
3546929849961165,陳奕迅所長,841573,1,93.55,1217.9,1666.45,1244063.85,0.391844758703786,0.0,438.5,279834.0,2138.03989118907,6.31578947368421
3546952650197324,亚风聊IT职场,1552,0,4.8,2.05,170.7,2065.7,0.435856573705179,0.8,0.0,786.5,124.002589107096,14.2857142857143
3546973877570088,美依礼芽MARiA,373450,1,100.636363636364,165.818181818182,30.0909090909091,523969.545454546,0.434757798630484,0.0,120.0,223578.0,29.1013901573603,8.46153846153846
